1689353821.490289,10.0.2.1:54600,,,10,145
1689353821.523133,10.0.2.1:54602,,,10,37
1689353821.586919,10.0.2.1:54602,,,110,110
1689353821.617513,10.0.2.1:54602,,,95,95
1689353821.650912,10.0.2.1:54602,,,77,76
1689353821.680904,10.0.2.1:54602,,,80,76
1689353821.710577,10.0.2.1:54602,,,82,76
1689353821.740385,10.0.2.1:54602,,,85,76
1689353821.768190,10.0.2.1:54602,,,88,76
1689353821.795332,10.0.2.1:54602,,,86,85
1689353821.827760,10.0.2.1:54602,,,88,85
1689353821.859171,10.0.2.1:54602,,,88,88
1689353821.891976,10.0.2.1:54602,,,86,85
1689353821.925543,10.0.2.1:54602,,,89,85
1689353821.959635,10.0.2.1:54602,,,92,90
1689353821.992528,10.0.2.1:54602,,,92,90
1689353822.024229,10.0.2.1:54602,,,92,92
1689353822.057267,10.0.2.1:54602,,,92,90
1689353822.089699,10.0.2.1:54602,,,93,93
1689353822.120524,10.0.2.1:54602,,,92,91
1689353822.149603,10.0.2.1:54602,,,94,93
1689353822.179780,10.0.2.1:54602,,,90,90
1689353822.211558,10.0.2.1:54602,,,91,90
1689353822.244559,10.0.2.1:54602,,,92,90
1689353822.277026,10.0.2.1:54602,,,93,92
1689353822.308236,10.0.2.1:54602,,,90,89
1689353822.337230,10.0.2.1:54602,,,92,91
1689353822.370285,10.0.2.1:54602,,,93,93
1689353822.401541,10.0.2.1:54602,,,92,91
1689353822.434760,10.0.2.1:54602,,,93,93
1689353822.467769,10.0.2.1:54602,,,90,90
1689353822.497147,10.0.2.1:54602,,,90,90
1689353822.527917,10.0.2.1:54602,,,90,90
1689353822.562288,10.0.2.1:54602,,,91,89
1689353822.592896,10.0.2.1:54602,,,92,91
1689353822.625188,10.0.2.1:54602,,,93,93
1689353822.657434,10.0.2.1:54602,,,92,91
1689353822.690017,10.0.2.1:54602,,,94,93
1689353822.722100,10.0.2.1:54602,,,91,91
1689353822.754149,10.0.2.1:54602,,,93,91
1689353822.786257,10.0.2.1:54602,,,91,91
1689353822.818812,10.0.2.1:54602,,,93,91
1689353822.850544,10.0.2.1:54602,,,92,91
1689353822.882148,10.0.2.1:54602,,,92,91
1689353822.914841,10.0.2.1:54602,,,93,93
1689353822.946756,10.0.2.1:54602,,,90,89
1689353822.978972,10.0.2.1:54602,,,93,89
1689353823.011269,10.0.2.1:54602,,,91,89
1689353823.042878,10.0.2.1:54602,,,91,89
1689353823.075863,10.0.2.1:54602,,,91,90
1689353823.108574,10.0.2.1:54602,,,91,90
1689353823.142714,10.0.2.1:54602,,,94,93
1689353823.172825,10.0.2.1:54602,,,90,89
1689353823.204852,10.0.2.1:54602,,,91,91
1689353823.236884,10.0.2.1:54602,,,94,93
1689353823.266406,10.0.2.1:54602,,,89,89
1689353823.298412,10.0.2.1:54602,,,89,89
1689353823.331600,10.0.2.1:54602,,,89,88
1689353823.366279,10.0.2.1:54602,,,92,88
1689353823.398658,10.0.2.1:54602,,,92,92
1689353823.431223,10.0.2.1:54602,,,92,91
1689353823.463600,10.0.2.1:54602,,,93,93
1689353823.495444,10.0.2.1:54602,,,90,90
1689353823.528335,10.0.2.1:54602,,,90,90
1689353823.556474,10.0.2.1:54602,,,93,90
1689353823.584481,10.0.2.1:54602,,,91,89
1689353823.612358,10.0.2.1:54602,,,91,89
1689353823.639633,10.0.2.1:54602,,,92,91
1689353823.669889,10.0.2.1:54602,,,93,93
1689353823.702056,10.0.2.1:54602,,,92,91
1689353823.733625,10.0.2.1:54602,,,93,93
1689353823.765631,10.0.2.1:54602,,,90,90
1689353823.797747,10.0.2.1:54602,,,90,90
1689353823.828755,10.0.2.1:54602,,,91,91
1689353823.861242,10.0.2.1:54602,,,93,91
1689353823.893436,10.0.2.1:54602,,,92,91
1689353823.924153,10.0.2.1:54602,,,92,90
1689353823.957203,10.0.2.1:54602,,,93,93
1689353823.988044,10.0.2.1:54602,,,89,89
1689353824.019389,10.0.2.1:54602,,,91,89
1689353824.053065,10.0.2.1:54602,,,93,89
1689353824.084798,10.0.2.1:54602,,,91,91
1689353824.117841,10.0.2.1:54602,,,93,91
1689353824.150348,10.0.2.1:54602,,,91,91
1689353824.183566,10.0.2.1:54602,,,93,91
1689353824.218462,10.0.2.1:54602,,,91,89
1689353824.250461,10.0.2.1:54602,,,91,89
1689353824.283538,10.0.2.1:54602,,,91,90
1689353824.314955,10.0.2.1:54602,,,91,90
1689353824.346429,10.0.2.1:54602,,,94,93
1689353824.377886,10.0.2.1:54602,,,90,89
1689353824.408982,10.0.2.1:54602,,,91,91
1689353824.441398,10.0.2.1:54602,,,93,91
1689353824.474038,10.0.2.1:54602,,,91,89
1689353824.506462,10.0.2.1:54602,,,91,89
1689353824.538721,10.0.2.1:54602,,,93,93
1689353824.570747,10.0.2.1:54602,,,90,89
1689353824.602942,10.0.2.1:54602,,,91,89
1689353824.634595,10.0.2.1:54602,,,93,92
1689353824.667132,10.0.2.1:54602,,,92,91
1689353824.699522,10.0.2.1:54602,,,93,93
1689353824.732189,10.0.2.1:54602,,,91,91
1689353824.764511,10.0.2.1:54602,,,93,91
1689353824.799803,10.0.2.1:54602,,,91,91
1689353824.830137,10.0.2.1:54602,,,93,91
1689353824.862036,10.0.2.1:54602,,,91,89
1689353824.893790,10.0.2.1:54602,,,91,89
1689353824.925219,10.0.2.1:54602,,,92,90
1689353824.957495,10.0.2.1:54602,,,93,92
1689353824.989987,10.0.2.1:54602,,,90,89
1689353825.022276,10.0.2.1:54602,,,90,89
1689353825.054515,10.0.2.1:54602,,,90,90
1689353825.086075,10.0.2.1:54602,,,91,90
1689353825.120658,10.0.2.1:54602,,,92,91
1689353825.155557,10.0.2.1:54602,,,92,91
1689353825.190267,10.0.2.1:54602,,,92,90
1689353825.222476,10.0.2.1:54602,,,93,93
1689353825.254494,10.0.2.1:54602,,,91,91
1689353825.285783,10.0.2.1:54602,,,93,93
1689353825.317954,10.0.2.1:54602,,,91,91
1689353825.350974,10.0.2.1:54602,,,93,91
1689353825.383574,10.0.2.1:54602,,,92,91
1689353825.414863,10.0.2.1:54602,,,91,90
1689353825.446537,10.0.2.1:54602,,,92,90
1689353825.478460,10.0.2.1:54602,,,94,93
1689353825.510179,10.0.2.1:54602,,,90,89
1689353825.542174,10.0.2.1:54602,,,91,91
1689353825.573663,10.0.2.1:54602,,,93,93
1689353825.604305,10.0.2.1:54602,,,92,91
1689353825.637330,10.0.2.1:54602,,,93,93
1689353825.670782,10.0.2.1:54602,,,90,90
1689353825.702397,10.0.2.1:54602,,,90,90
1689353825.733656,10.0.2.1:54602,,,93,90
1689353825.765520,10.0.2.1:54602,,,91,91
1689353825.796243,10.0.2.1:54602,,,91,89
1689353825.828389,10.0.2.1:54602,,,92,91
1689353825.858214,10.0.2.1:54602,,,93,93
1689353825.890774,10.0.2.1:54602,,,90,89
1689353825.922518,10.0.2.1:54602,,,92,89
1689353825.952393,10.0.2.1:54602,,,91,91
1689353825.981908,10.0.2.1:54602,,,92,91
1689353826.014001,10.0.2.1:54602,,,93,93
1689353826.046488,10.0.2.1:54602,,,91,91
1689353826.078471,10.0.2.1:54602,,,94,91
1689353826.111179,10.0.2.1:54602,,,90,90
1689353826.142778,10.0.2.1:54602,,,92,90
1689353826.173247,10.0.2.1:54602,,,93,91
1689353826.204654,10.0.2.1:54602,,,92,92
1689353826.236541,10.0.2.1:54602,,,92,91
1689353826.268910,10.0.2.1:54602,,,93,93
1689353826.302413,10.0.2.1:54602,,,91,91
1689353826.333326,10.0.2.1:54602,,,93,91
1689353826.364367,10.0.2.1:54602,,,91,89
1689353826.391865,10.0.2.1:54602,,,92,90
1689353826.426078,10.0.2.1:54602,,,92,90
1689353826.458067,10.0.2.1:54602,,,93,92
1689353826.490641,10.0.2.1:54602,,,90,89
1689353826.521928,10.0.2.1:54602,,,91,90
1689353826.553666,10.0.2.1:54602,,,93,90
1689353826.585920,10.0.2.1:54602,,,89,89
1689353826.617988,10.0.2.1:54602,,,89,89
1689353826.648027,10.0.2.1:54602,,,92,89
1689353826.674339,10.0.2.1:54602,,,93,93
1689353826.706121,10.0.2.1:54602,,,89,89
1689353826.737813,10.0.2.1:54602,,,90,89
1689353826.769782,10.0.2.1:54602,,,91,89
1689353826.801281,10.0.2.1:54602,,,91,91
