1689353272.866363,10.0.2.1:54598,,,10,37
1689353272.928799,10.0.2.1:54598,,,17,16
1689353272.958640,10.0.2.1:54598,,,20,16
1689353272.991589,10.0.2.1:54598,,,22,16
1689353273.020574,10.0.2.1:54598,,,26,16
1689353273.049634,10.0.2.1:54598,,,28,16
1689353273.080835,10.0.2.1:54598,,,31,16
1689353273.113389,10.0.2.1:54598,,,33,16
1689353273.143814,10.0.2.1:54598,,,36,16
1689353273.176808,10.0.2.1:54598,,,39,16
1689353273.209802,10.0.2.1:54598,,,43,16
1689353273.242537,10.0.2.1:54598,,,46,16
1689353273.274161,10.0.2.1:54598,,,48,16
1689353273.305861,10.0.2.1:54598,,,51,16
1689353273.337884,10.0.2.1:54598,,,54,16
1689353273.369040,10.0.2.1:54598,,,57,16
1689353273.402035,10.0.2.1:54598,,,60,16
1689353273.434819,10.0.2.1:54598,,,63,16
1689353273.466944,10.0.2.1:54598,,,66,16
1689353273.497551,10.0.2.1:54598,,,69,16
1689353273.529406,10.0.2.1:54598,,,72,16
1689353273.560509,10.0.2.1:54598,,,74,16
1689353273.587445,10.0.2.1:54598,,,77,16
1689353273.620020,10.0.2.1:54598,,,80,16
1689353273.649278,10.0.2.1:54598,,,83,16
1689353273.681213,10.0.2.1:54598,,,42,42
1689353273.712671,10.0.2.1:54598,,,22,21
1689353273.742318,10.0.2.1:54598,,,25,21
1689353273.773177,10.0.2.1:54598,,,28,21
1689353273.803397,10.0.2.1:54598,,,31,21
1689353273.835150,10.0.2.1:54598,,,33,21
1689353273.867751,10.0.2.1:54598,,,36,21
1689353273.898613,10.0.2.1:54598,,,39,21
1689353273.930963,10.0.2.1:54598,,,42,21
1689353273.960988,10.0.2.1:54598,,,45,21
1689353273.991212,10.0.2.1:54598,,,48,21
1689353274.020549,10.0.2.1:54598,,,50,21
1689353274.049551,10.0.2.1:54598,,,53,21
1689353274.082801,10.0.2.1:54598,,,56,21
1689353274.114377,10.0.2.1:54598,,,59,21
1689353274.144119,10.0.2.1:54598,,,61,21
1689353274.176137,10.0.2.1:54598,,,64,21
1689353274.204367,10.0.2.1:54598,,,67,21
1689353274.232941,10.0.2.1:54598,,,70,21
1689353274.266534,10.0.2.1:54598,,,72,21
1689353274.296485,10.0.2.1:54598,,,75,21
1689353274.323417,10.0.2.1:54598,,,78,21
1689353274.358227,10.0.2.1:54598,,,81,21
1689353274.390629,10.0.2.1:54598,,,42,40
1689353274.420899,10.0.2.1:54598,,,45,40
1689353274.454046,10.0.2.1:54598,,,48,40
1689353274.484786,10.0.2.1:54598,,,51,40
1689353274.515686,10.0.2.1:54598,,,53,40
1689353274.544822,10.0.2.1:54598,,,56,40
1689353274.575384,10.0.2.1:54598,,,59,40
1689353274.606035,10.0.2.1:54598,,,62,40
1689353274.637200,10.0.2.1:54598,,,64,40
1689353274.667457,10.0.2.1:54598,,,67,40
1689353274.697194,10.0.2.1:54598,,,70,40
1689353274.728770,10.0.2.1:54598,,,73,40
1689353274.762323,10.0.2.1:54598,,,75,40
1689353274.793810,10.0.2.1:54598,,,35,39
1689353274.824846,10.0.2.1:54598,,,41,39
1689353274.854411,10.0.2.1:54598,,,44,39
1689353274.885372,10.0.2.1:54598,,,47,39
1689353274.916095,10.0.2.1:54598,,,50,39
1689353274.942181,10.0.2.1:54598,,,52,39
1689353274.975207,10.0.2.1:54598,,,55,39
1689353275.007096,10.0.2.1:54598,,,58,39
1689353275.038016,10.0.2.1:54598,,,61,39
1689353275.068280,10.0.2.1:54598,,,64,39
1689353275.095588,10.0.2.1:54598,,,66,39
1689353275.125690,10.0.2.1:54598,,,69,39
1689353275.156415,10.0.2.1:54598,,,72,39
1689353275.183705,10.0.2.1:54598,,,74,39
1689353275.216197,10.0.2.1:54598,,,77,39
1689353275.247494,10.0.2.1:54598,,,80,39
1689353275.279815,10.0.2.1:54598,,,79,41
1689353275.309125,10.0.2.1:54598,,,43,41
1689353275.340648,10.0.2.1:54598,,,45,41
1689353275.372080,10.0.2.1:54598,,,48,41
1689353275.398675,10.0.2.1:54598,,,51,41
1689353275.431530,10.0.2.1:54598,,,53,41
1689353275.464180,10.0.2.1:54598,,,56,41
1689353275.492000,10.0.2.1:54598,,,59,41
1689353275.525960,10.0.2.1:54598,,,62,41
1689353275.557724,10.0.2.1:54598,,,65,41
1689353275.589094,10.0.2.1:54598,,,68,41
1689353275.619595,10.0.2.1:54598,,,71,41
1689353275.650027,10.0.2.1:54598,,,74,41
1689353275.680933,10.0.2.1:54598,,,76,41
1689353275.712992,10.0.2.1:54598,,,79,41
1689353275.746622,10.0.2.1:54598,,,82,41
1689353275.778625,10.0.2.1:54598,,,65,42
